"id","designer"
21342,"Dan Baden"
286343,"Uwe Eickert"
286343,"Gunter Eickert"
4368,"Dean Essig"
3600,"John Astell"
3600,"Frank Chadwick"
3600,"Marc W. Miller"
13886,"Liesbeth Bos"
1321,"Reinhard Staupe"
4236,"Irad B. Hardy"
4236,"John Young"
189166,"Samuel Mitschke"
189166,"Randy Scheunemann"
12355,"Rich Hasenauer"
42132,"Reiner Knizia"
201416,"Floyd Lu"
5178,"Manfred Ludwig"
161719,"Chuck D. Yager"
38062,"Reinhard Staupe"
111069,"Pascal Cadot"
149620,"Ken Dunn"
15000,"Toshio Kobayashi"
535,"(Uncredited)"
169375,"Joe Babbitt"
169375,"Jason Mayer"
169375,"Joe Ploch"
169375,"Jamie Toon"
13359,"Gordon Lamont"
13359,"Fraser Lamont"
127648,"Nicola Berger"
1428,"Henry Szwarce"
214296,"François Vander Meulen"
172033,"Henri Kermarrec"
19505,"(Uncredited)"
188991,"Chris Lombardi"
188991,"Coryn Lombardi"
228234,"Naotaka Shimamoto"
4852,"Greg Costikyan"
4852,"Eric Goldberg"
4852,"Sterling S. Hart"
41585,"Daniel Weaver"
135796,"Gene Billingsley"
135796,"Mitchell Land"
38981,"Jean-Marc Courtil"
5939,"Mark Herman"
236143,"Rhys ap Gwyn"
311918,"Cédrick Chaboussit"
1216,"Max J. Kobbert"
1719,"Greg Costikyan"
170799,"Brian Fouts"
170799,"Danny Johnson"
9473,"Aaron Weissblum"
40800,"Olivier Lamontagne"
307,"Richard Winter"
11886,"Tom Dalgliesh"
11886,"Dan Mings"
11886,"Carl Willner"
136240,"Dominique Breton"
99308,"John Montague"
99308,"Cristina Ramos"
99308,"David Schiller"
71668,"Nate Hayden"
8887,"John Hill (I)"
148507,"Todd Sanders"
3416,"Dean Essig"
3416,"Alan Wambold"
256998,"Alexis Campart"
260786,"Ramy Badie"
72285,"Tony Boydell"
209222,"Carlo A. Rossi"
3065,"Reiner Knizia"
20953,"Manfred Ludwig"
106631,"Jiri Mikolas"
156372,"ginkgo"
235533,"Ben Pinchback"
235533,"Matt Riddle"
122701,"Matthew Papa"
179930,"Matt Wolfe"
191191,"Matt Loomis"
191191,"Isaac Shalev"
4278,"John H. Butterfield"
2427,"(Uncredited)"
135019,"Bruno Faidutti"
135019,"Sérgio Halaban"
135019,"André Zatz"
2072,"Eric Lee Smith"
271774,"Henri Kermarrec"
19732,"Stephen Tassie"
5953,"Heinz Meister"
299171,"Thomas Sing"
151016,"Pierluigi Frumusa"
3309,"Joseph M. Balkoski"
3309,"Greg Costikyan"
3309,"Eric Goldberg"
3309,"Tony Merridy"
142988,"Tony Go"
1331,"(Uncredited)"
302477,"Caezar Al-Jassar"
302477,"Simon Milburn"
91666,"Mark Calin Caliman"
174584,"Sandy Petersen"
23828,"Tom Dalgliesh"
3110,"Lewis Pulsipher"
203967,"Hiroki Kasawa"
311465,"Jesús Fuentes"
24207,"Alain Chabat"
125605,"Sid Sackson"
829,"Dan Smith"
3662,"Brad Hessel"
3662,"Redmond A. Simonsen"
46748,"Cephas Howard"
207442,"Rob Cramer"
2343,"Larry Harris Jr."
236931,"Eric Lee Smith"
245824,"Ta-Te Wu"
38340,"(Uncredited)"
24996,"Ted Alspach"
299266,"Prospero Hall"
10534,"Omar DeWitt"
10534,"Bob Jervis"
10534,"Olle Johansson"
10534,"Bob Pollard"
10534,"Redmond A. Simonsen"
21414,"Tim Taylor"
3771,"Jim Kondrick"
12065,"Forrest-Pruzan Creative"
2610,"Michael Schacht"
29626,"Mario Coopmann"
76684,"Melanie James"
257145,"Daniel Lansdown"
257145,"Pete Walsh"
257145,"Kevin Wilson"
89951,"Michel Lalet"
89951,"Laurent Levi"
235628,"Prospero Hall"
71886,"Filip Miłuński"
224119,"Erik Winkelman"
262621,"Amabel Holland"
19537,"Mike Nagel"
58624,"Nick Richardson"
58624,"Brian Youse"
229235,"James Hudson"
32048,"Jim Bousman"
32048,"Carol Wiseley"
87907,"Alessandro Lala"
27608,"Garrett J. Donner"
27608,"Brian S. Spence"
27608,"Michael S. Steer"
1582,"Dean Essig"
3623,"(Uncredited)"
82449,"David Haslam"
82449,"Sandeep Kharkar"
30370,"Mark Anticole"
30370,"Matthew Anticole"
5482,"David G. Martin"
5482,"Leonard Millman"
36659,"Felbrigg Herriot"
128352,"Michael Iachini"
23878,"Matthew Meadows"
127275,"Luca Iennaco"
334644,"Bruno Cathala"
334644,"Florian Sirieix"
204143,"Toldi Gábor"
1524,"James Ernest"
21829,"Vlaada Chvátil"
20005,"Michael Schacht"
2180,"Dan Verssen"
84730,"Bruce Lund"
27613,"Reiner Knizia"
138201,"Todd Sanders"
5228,"Richard H. Berg"
38949,"Reiner Knizia"
2078,"Mark Herman"
18399,"(Uncredited)"
24168,"James Ernest"
24168,"Michael Mulvihill"
24168,"Ethan Pasternack"
24168,"Mike Selinker"
24168,"Jordan Weisman"
89976,"Bruno Faidutti"
89976,"Thomas Vuarchex"
89976,"Pierrick Yakovenko"
220672,"Daryl Andrews"
194577,"P. O. Barome"
194577,"Pascal Bernard"
67609,"Néstor Romeral Andrés"
207,"Skaff Elias"
207,"Richard Garfield"
207,"Jim Lin"
180211,"Andrea Crespi"
33624,"(Uncredited)"
204755,"Joshua DeBonis"
204755,"Nikola Risteski"
7826,"Martin Wallace"
146597,"Marcus Ross"
146597,"Cara Ryan"
6953,"Arthur Tebbe"
130004,"Bruno Cathala"
130004,"Ludovic Maublanc"
123406,"Richard Launius"
7256,"Gerhard E. Kodys"
158267,"John Kovalic"
158267,"JonMichael Rasmus"
158267,"John Sams"
158267,"Sean Weitner"
866,"Don Wilson"
28843,"Andrew Parks"
145027,"Bruno Cathala"
286109,"Hugo Kawamata"
2388,"Marc W. Miller"
206943,"Inka Brand"
206943,"Markus Brand"
224303,"Scott Allen Czysz"
177096,"Vangelis Bagiartakis"
3015,"Alex Randolph"
22161,"Craig Besinque"
31410,"Klaus Teuber"
165522,"Rory OConnor"
90568,"Luca Cammisa"
24511,"Klaus Teuber"
202564,"Jean-Claude Pellin"
265681,"Florian Sirieix"
231309,"Peter Lee"
231309,"Yoni Skolnik"
21436,"David G. D. Hecht"
249421,"Dan Verssen"
131232,"Petr Bělík"
131232,"EULERS GAME"
215066,"Galladur"
215066,"Henri Pym"
23829,"Tom Dalgliesh"
198087,"Richard H. Berg"
41100,"John Poniske"
224149,"W.M. Akers"
310031,"Reiner Knizia"
8432,"Michelle Duval"
29638,"Heinz Meister"
8486,"(Uncredited)"
11002,"Derek Carver"
202494,"Randall N. Bills"
202494,"Brian Knudson"
63900,"Cephas Howard"
126025,"Dan Verssen"
4162,"Ann Stambler"
4162,"Elisabeth Stambler"
180853,"Aaron Kluck"
180853,"Jon Mietling"
135431,"Forrest-Pruzan Creative"
135431,"Michael Morris"
135431,"Lydia Ortiz"
148443,"Uta Krueger"
148443,"Bernd Poloczek"
148443,"Jens-Peter Schliemann"
14007,"Richard H. Berg"
14007,"Mark Herman"
295949,"Matthew Dunstan"
295949,"Phil Walker-Harding"
295949,"Ute Wielandt"
25233,"Guillaume Blossier"
201305,"Paul Peterson"
4881,"Donal (Don) Carlston"
36314,"Adam Starkweather"
183831,"Dries"
288828,"Rüdiger Dorn"
171663,"Bruno Faidutti"
213648,"Mark Herman"
73312,"team SAIEN"
35247,"Adam Kałuża"
256964,"Filippo Chirico"
62226,"James M. Day"
187056,"Richard Borg"
187056,"Jason Little"
187056,"Kevin Wilson"
209945,"Jason Anarchy"
151310,"Reiner Knizia"
23761,"Dean Essig"
23761,"Ernesto Sassot"
217609,"Robert DeLeskie"
254936,"Manuel Agustín Burrueco Pizarro"
1580,"Courtney F. Allen"
41032,"Andrei Burago"
192623,"Benjamin Morgan"
192623,"Jordan Roberts"
192623,"William Sheng"
70097,"Florian Fay"
258779,"Ryan Lambert"
258779,"Adam Rehberg"
184170,"Adrian Bolla"
184170,"Bujar Haskaj"
181464,"Robb De Nicola"
146922,"Richard Clarke"
12131,"W. A. Thomas"
26124,"Christophe Boelinger"
754,"Claude Duvernay"
174402,"John Goodenough"
174402,"Corey Konieczka"
174402,"Christian T. Petersen"
236178,"Maxime Tardif"
5736,"Alfred Leonardi"
5736,"Hal McKinney"
224986,"Raul Lopez Gamiz"
224986,"Juan Carlos Ruiz"
218948,"Jeff Horger"
218948,"Carla Horger"
204003,"Richard Borg"
211996,"Andrew Looney"
4127,"Arne Lauwers"
18824,"Mike Foley (I)"
18824,"Barron Vangor Toth"
40851,"(Uncredited)"
31547,"Malte aus dem Siepen"
1782,"William L. Banks"
25453,"Bum van Willigen"
126426,"Tom Decker"
22377,"John B. Firer"
46410,"Stephan Riedel"
13703,"Reuben Klamer"
267333,"Kristian Karlberg"
234452,"Sky Huang"
2538,"Mark McLaughlin"
178212,"Daniel A. George (I)"
287222,"David Amorin"
287222,"Ramón Redondo"
5382,"Jim Dunnigan"
212487,"Dan Hundycz"
214123,"Martin Wallace"
374,"Reinhard Staupe"
315059,"Nick Prueher"
3724,"Kevin Zucker"
1691,"(Uncredited)"
593,"Walter Müller"
115793,"(Uncredited)"
8976,"Mike Breault"
8976,"Dave LaForce"
8976,"Douglas Niles"
37732,"Michael Schacht"
4892,"(Uncredited)"
199908,"T. C. Petty III"
341048,"Friedemann Friese"
5467,"(Uncredited)"
3836,"Raymond Lau"
3836,"Dave Williams (II)"
2887,"Ralf Menzel"
286667,"Reiner Knizia"
3370,"Tom McNamara"
143323,"Tom Norfolk"
124044,"John Clowdus"
91759,"Massimo Pesce"
1402,"Harald Bilz"
1402,"Peter Gutbrod"
296694,"Ray Arrastia"
296694,"Randall N. Bills"
296694,"Brent Evans"
296694,"Keith Hann"
243704,"Remo Conzadori"
243704,"Nestore Mangone"
2215,"Michael Price"
192274,"Shem Phillips"
7089,"Michael Bennighof"
7089,"Mauro de Vita"
7089,"Brian L. Knipple"
4402,"Wolfgang Werner"
23917,"Michael Rinella"
9855,"Hal Richman"
24932,"Marisa Pena"
4226,"Ben Knight"
124954,"Nicolas Bernard"
39802,"Ta-Te Wu"
21705,"(Uncredited)"
8892,"Mike Young"
11084,"Detlef Wendt"
6824,"Bruno Faidutti"
6824,"Alan R. Moon"
8324,"Brad Hessel"
234093,"Michael Luu"
1869,"Jan Jangö"
222462,"Dan Letzring"
12055,"Dana Lombardy"
12055,"Art Lupinacci"
10641,"Vance von Borries"
37441,"Jeffrey D. Allers"
17623,"Reiner Knizia"
313841,"Joosep Simm"
313841,"Kaido Koort"
313841,"Martin Paroll"
313841,"Silver Türk"
35423,"Rick Heli"
199086,"Fukutarou"
183949,"Isra C."
183949,"Shei S."
214125,"Eduardo Baraf"
214125,"Christopher Hamm"
16807,"Garrett J. Donner"
16807,"Wendy L. Harris"
16807,"Michael S. Steer"
177542,"Jan Vaněček"
216710,"Andrea Angiolino"
216710,"Pier Giorgio Paglia"
26522,"Boyan Radakovich"
42112,"Devin Granger"
42112,"Nathan Isaac"
42112,"John Kleinschmidt"
42112,"Diego Rich"
42112,"Collin Smith"
302510,"Steve Finn"
5656,"Mark Herman"
3668,"Tom Braunlich"
3668,"Bill Martinson"
3668,"Roland L. Tesh"
7464,"Rob Daviau"
307862,"Molly Johnson"
307862,"Robert Melvin"
307862,"Shawn Stankewich"
89912,"Nick Hayes"
236370,"Andy Chambers"
250355,"Travis R. Chance"
180942,"Jason C. Hill"
242742,"Michael Adams"
242742,"Eric Foster"
242742,"Alex Foster"
242742,"William Foster"
224675,"Maarten de Schrijver"
175861,"Chris Cieslik"
17448,"Jon Leitheusser"
17448,"Shane Small"
17448,"Jordan Weisman"
3584,"Jim Dunnigan"
199881,"Fel Barros"
199881,"Warny Marçano"
20772,"Steven Camphausen"
20772,"Jeppe Jorgensen"
20772,"Rune Jorgensen"
20772,"Jakob Keller"
20772,"Morten Primdal"
250865,"Dave Fulton"
250865,"Jacob Tlapek"
12898,"Monte Mattson"
12898,"Dennis A. Spors"
12898,"Ed Wimble"
38400,"Lloyd Ash Pyne"
38400,"Nigel Pyne"
141734,"Hisashi Hayashi"
127096,"Lionel Borg"
2517,"(Uncredited)"
5559,"Frank Chadwick"
5559,"Marc W. Miller"
5559,"Loren K. Wiseman"
2600,"Michael Schacht"
6504,"Alfred Leonardi"
158237,"Ted Raicer"
177538,"Jeff Warrender"
182541,"Rory OConnor"
257273,"Michael Kiesling"
257273,"Wolfgang Kramer"
12325,"Seth Blaine"
4470,"Mike Nystul"
153120,"Loren Cunningham"
153120,"Jamie Cunningham"
141087,"Harald Lieske"
18212,"Jason Carl"
18212,"Andy Collins"
18212,"David Noonan"
18212,"Jonathan Tweet"
120906,"J. R. Blackwell"
120906,"Major Johnson"
120906,"Bri Lance"
120906,"Jennifer Rodgers"
120906,"Daniel Solis"
120906,"Jesse Whitworth"
120906,"Andrew Wilson (I)"
190017,"Clayton Grey"
190017,"Samuel Strick"
17026,"Maureen Hiron"
10623,"Richard H. Berg"
280575,"DuGuWei"
20821,"Alan Paull"
44890,"Steve Dixon"
160067,"Jeff Siadek"
91425,"Bernhard Lach"
91425,"Uwe Rapp"
108679,"Matt Saunders"
3977,"Heinz Meister"
234465,"Aditya Batura"
234465,"Fendy Lieanata"
234465,"Lim Jia Xuan"
234465,"Seah Tat Leong"
132188,"Mark Sellmeyer"
174064,"Jason St.Just"
285627,"Prospero Hall"
285627,"Stephanie Straw"
231674,"Seven Towns"
2553,"(Uncredited)"
3262,"Craig Van Ness"
13115,"Haim Shafir"
19329,"(Uncredited)"
12372,"Richard Heffer"
12372,"Mike Siggins"
218576,"Brett J. Gilbert"
207568,"Dean Essig"
6118,"Bo Jakob Malm"
6118,"Carl-Johan R. E. Nilsson"
7753,"Ted Raicer"
154857,"Kenny Sims"
166859,"Cole Medeiros"
40416,"Todd Breitenstein"
40416,"Kerry Breitenstein"
193248,"Stephanie Kwok"
193248,"Gordon Oscar"
193248,"Liam Smith"
19115,"James Ernest"
246812,"Christophe Boelinger"
4598,"(Uncredited)"
156007,"Wes Erni"
156007,"Ben Madison"
265202,"Tim Sharville"
265202,"Russ Law"
260218,"Stephen Glenn"
14860,"Matt Burchfield"
14860,"Grant Wylie"
14860,"Mike Wylie"
19040,"Deborah Robinson"
21358,"Shane Lacy Hensley"
236365,"Jordan Draper"
236365,"Stefan Brakman"
236365,"Dylan Howard Cromwell"
236365,"Michael Fox (II)"
236365,"Jake Given"
236365,"Zach Given"
236365,"Nick Halper"
236365,"Toryo Hojo"
236365,"Kota Nakayama (中山 宏太)"
236365,"Kenichi Tanabe"
236365,"Travis D. Hill"
221977,"Pablo Rodríguez"
170922,"Isaac Epp"
65521,"Pietro Valentyne"
65521,"François Valentyne"
65521,"Sly Valentyne"
65521,"Rant Valentyne"
138973,"Julian Musgrave"
217447,"Andreas Spies"
1110,"Michael Andersch"
30991,"Jean Bey"
507,"Phil Orbanes Sr."
259345,"Marie Fort"
259345,"Wilfried Fort"
11778,"(Uncredited)"
5779,"S. Craig Taylor"
3637,"John Harshman"
3637,"Marc W. Miller"
57037,"Krzysztof Cywicki"
57037,"Rafał Cywicki"
57037,"Krzysztof Hanusz"
234578,"Steve Finn"
308621,"Gang Wang"
308621,"Xiang Gao"
7641,"Heinz Meister"
5965,"Irad B. Hardy"
177877,"Steven Poelzing"
177877,"Rick Soued"
232201,"Jon Mietling"
262520,"Péter Szöllősi"
35763,"Benoit Michaud"
26745,"Darren Emge"
302238,"Jérémie Chassaing"
302238,"Quentin de Cagny"
76065,"Brian Yu"
244169,"Emmanuel Manuro"
38334,"John Yianni"
148639,"Aleksei Kalinin"
148639,"Petr Tyulenev"
4275,"Eric Lee Smith"
2779,"Rob Mosca"
3316,"Bob Kalinowski"
146197,"Richard Launius"
147171,"Lisandro Nembrini"
147171,"Gonzalo Rodrigo"
14076,"Kylie Copenhagen"
1723,"Sean Hayes"
1723,"J. Stephen Peek"
65590,"Klaus Kreowski"
53624,"Joseph Miranda"
60245,"Marco Teubner"
8958,"Ed Muccini"
8958,"Tim Walsh"
8958,"Dave Yearick"
16141,"Eligio Cazzato"
131581,"Jarmo Kuitunen"
131581,"Martti Ojalainen"
235767,"Nightsorrow Chou"
235767,"Eros Lin"
57349,"Kirsten Becker"
57349,"Jens-Peter Schliemann"
15731,"Rob Daviau"
15731,"Reuben Klamer"
232437,"Reiner Knizia"
291,"Philippe Mouchebeuf"
1831,"Elaine Henninger"
1831,"Joe Roznai"
1831,"Bill Wordelmann"
275557,"Quentin Vernet"
265917,"Brian Suhre"
20889,"Michael Bennighof"
20889,"Doug McNair"
178515,"Kevin Wilson"
56690,"Pål Keller Carlquist"
56690,"Tomas Flodén"
8104,"(Uncredited)"
31821,"Seiemon Nunoura"
42920,"Tyler Kenney"
235511,"Hadi Barkat"
235511,"Sébastien Pauchon"
244948,"Reiner Knizia"
8071,"David C. Isby"
17235,"Reiner Knizia"
23375,"Alexei Othenin-Girard"
171424,"Gunter Baars"
161782,"Urs Hostettler"
41496,"Thierry Denoual"
226592,"Philippe Tapimoket"
63778,"Jack Degnan"
166658,"Marko Jelen"
198791,"David Newton"
135508,"Nate Hayden"
20589,"(Uncredited)"
2780,"(Uncredited)"
5475,"Irad B. Hardy"
5475,"Redmond A. Simonsen"
156062,"Konrad Perzyna"
3091,"(Uncredited)"
910,"Karl-Heinz Schmiel"
206450,"Mariusz Milewski"
176247,"Freddie Carlini"
176247,"Matt Corrado"
176247,"Merrijoy Vicente"
5635,"Michael Bennighof"
6767,"Ken Burnside"
6767,"Eric Finley"
6767,"Tony Valle"
229782,"Chris Handy (I)"
318195,"Lena Burkhardt"
318195,"Günter Burkhardt"
217176,"Alessandro Zucchini"
2310,"Jürgen P. Grunau"
2310,"Wolfgang Kramer"
813,"Craig Van Ness"
42207,"Ron Badkin"
42207,"Caron Badkin"
42207,"Maureen Hiron"
154982,"Leo Colovini"
285972,"Kat Kimoundri"
285972,"Nathan Loos"
285972,"Jonathan Mariucci"
267590,"Konstantin Seleznev"
15999,"Francis Tresham"
250488,"Amabel Holland"
223481,"Ali Hajighafouri"
2897,"Rob Daviau"
2897,"Dan Sanfilippo"
1132,"Alex Randolph"
124706,"Zach Gage"
33967,"(Uncredited)"
323614,"Josep M. Allué"
323614,"Eugeni Castaño"
21666,"Zachary William Anderson"
261165,"Okabenius"
3618,"William Kendrick"
3618,"Frank W. Zenau"
157521,"Tom Dalgliesh"
157521,"Ron Draker"
25775,"Terry Simo"
6240,"Richard H. Berg"
218200,"Dante Lauretta"
218200,"Ian Zang"
8326,"John Young"
36231,"Jeremy Holcomb"
36231,"Joseph Huber (II)"
36231,"Stephen McLaughlin"
36231,"Dan Tibbles"
119856,"Bruno Cathala"
3924,"Theo Coster"
3924,"Ora Coster"
3924,"Theora Design"
231032,"Hiroshi Kawamura (川村 有)"
1348,"Nik Sewell"
160125,"Seiji Kanai"
1243,"(Uncredited)"
183720,"Eugeni Castaño"
6388,"(Uncredited)"
286171,"Jordan Goddard"
286171,"Mandy Goddard"
128028,"Arkadiusz Otremba"
170395,"Candy Weber"
65889,"Mike Richie"
68340,"Fabien Bleuze"
68340,"Yves Hirschfeld"
5992,"Joseph M. Balkoski"
4200,"Dean Essig"
4200,"Dave Friedrichs"
22606,"Ben Hull"
27830,"Donald Meyer"
3914,"Paul J. Gruen"
201307,"Zach Weisman"
201307,"Jordan Weisman"
283542,"Brent Vincent"
355,"Reiner Knizia"
324246,"Alberto Millán"
20645,"Michael Feldkötter"
8722,"Charles T. Kamps"
16805,"Michael Bennighof"
16805,"Brian L. Knipple"
184648,"Mateusz Albricht"
60311,"Abe Nathanson"
31294,"Ángel Paredes"
31294,"Manuel J. Sueiro"
12263,"Michael Mullins"
12263,"Justin Walsh"
12263,"Dave Williams (II)"
37683,"Andrew Parks"
41033,"Ted Raicer"
263894,"Jon Cohn"
301085,"Gaetano Cavallaro"
150539,"Matthew Kirby"
150539,"Mark Alan Osterhaus"
4125,"Irad B. Hardy"
24321,"Michael Bennighof"
24321,"Brian L. Knipple"
5707,"Haim Shafir"
72808,"Michael Rieneck"
2431,"Michael Gray"
5829,"John Astell"
126076,"Max Michael"
87288,"(Uncredited)"
5480,"Brad Hessel"
4235,"Jim Dunnigan"
251660,"Adam Chunn"
251660,"Woody Hutsell"
2275,"Brian L. Knipple"
2275,"Brien J. Miller"
16369,"Kai Haferkamp"
1373,"S. Craig Taylor"
189030,"Bo-Anthony Boersen"
281260,"Tristan Hall"
2574,"Mike Hayes"
43526,"Bill Madison"
43526,"Mark Miklos"
200280,"Daniel A. George (I)"
18902,"Francis Pacherie"
11983,"Spartaco Albertarelli"
281961,"Jérémy Pinget"
1588,"Tom Schoeps"
3411,"Dean Essig"
3411,"Alan Wambold"
9284,"Gunter Baars"
93472,"Grzegorz Rejchtman"
130907,"Luca Bellini"
130907,"Luca Borsa"
212370,"John Clowdus"
28508,"(Uncredited)"
38499,"Juan Carlos Pérez Pulido"
223514,"Steven Aramini"
223514,"Janice Baker"
54201,"Eric Herman Endres"
219,"Stefan Dorra"
35179,"Günter Burkhardt"
206091,"Mark Pearson"
206091,"Jo Pearson"
206091,"Simon Pearson"
93400,"Tony Boydell"
299249,"Justin Blaske"
184117,"Frank Sronce"
171447,"Jacques Zeimet"
234373,"Eric Claverie"
8316,"J. D. Webster"
9802,"Marco Donadoni"
130229,"Andrea Nani"
279911,"Juliana Moreno Patel"
279911,"Ariel Rubin"
188225,"Štěpán Štefaník"
300369,"Scott Almes"
94331,"Chris Taylor (I)"
181319,"Fukutarou"
174219,"Peter Sarrett"
214224,"Joe Bradford"
109456,"Steven Lykowski"
2929,"(Uncredited)"
97824,"Aaron Belmer"
2844,"Thomas Lehmann"
6555,"James Ernest"
6555,"Falko Goettsch"
3419,"(Uncredited)"
86882,"Miles Ratcliffe"
3369,"Eric Goldberg"
3369,"Mark Herman"
11542,"Gerardo Iula"
11542,"Mirko Marchesi"
2217,"Wolfgang Kramer"
2217,"Felix Seeberger"
2217,"Thomas Thiemeyer"
1375,"S. Craig Taylor"
102219,"Craig Van Ness"
5232,"Marvin Glass"
249106,"Grant Rodiek"
2946,"John LaBelle"
2946,"Thomas Rabideau"
2946,"Dave Rabideau"
313129,"Mark Derrick"
2990,"Kris Burm"
273993,"Bruno Faidutti"
273993,"Alex Randolph"
5253,"(Uncredited)"
191790,"Joseph Miranda"
1252,"Roland Siegers"
113931,"Leandro Pires"
322543,"Zoe Lee"
322543,"James Vaughan"
208663,"Tomáš Bachtík"
208663,"Tomáš Felcman"
68876,"Sean Cooke"
232481,"Michael Schacht"
3003,"Marco Fuini"
2443,"Albrecht Nolte"
37906,"Neil Fawcett"
37906,"Michael Hetherington"
37906,"Alain Padfield"
37906,"Franco Sammarco"
37906,"Derek Sinclair"
37906,"Christopher Worth"
255020,"Txarli Factory"
247034,"Philip duBarry"
20182,"(Uncredited)"
289247,"Walter Vejdovsky"
220141,"Steve Jackson (I)"
293309,"Antoine Bauza"
293309,"Esteban Bauza"
183441,"Gordon Lamont"
183441,"Fraser Lamont"
120268,"Fred MacKenzie"
148424,"Fabien Chevillon"
160908,"Manuel D. Cruz Díaz"
160908,"Antonio J. Dionisio"
23499,"Dick de Rijk"
2082,"Joseph Reiser"
3640,"Terry Hall"
228425,"Tim Armstrong (II)"
228425,"Justin De Witt"
172164,"Klaus Teuber"
120265,"Amabel Holland"
1358,"Walter E. Johnston IV"
927,"Marcel-André Casasola Merkle"
191065,"Guido Hoffmann"
27028,"Carlos B. García Aparício"
3157,"Ethan Nathan Allen"
163047,"David Sirlin"
1973,"Brian Hersch"
260934,"Darren Terpstra"
22924,"Fabio Del Rio"
22924,"Paolo Del Rio"
140386,"Matt Hyra"
161849,"Santiago Eximeno"
13648,"(Uncredited)"
230731,"Phil Hazelton"
1007,"Tom Schoeps"
9296,"Bill King"
279497,"Matthew Aslin"
58565,"Andrew Lawson"
58565,"Jack Lawson"
260785,"Ramy Badie"
210101,"Can Adatepe"
8285,"Frank Chadwick"
68250,"Frank Chadwick"
253396,"Matt Green"
253396,"Sam Mercer"
223777,"Richard Launius"
27870,"Myles Christensen"
117784,"Jason Serrato"
98472,"Avrom Tobias"
32469,"Koushi Kondou"
191285,"Aleksandr Starovojtov"
259005,"Apolline Jove"
246689,"Jon Cohn"
246689,"Steve Jackson (I)"
96765,"Satoshi Nakamura"
6282,"Frank Chadwick"
6282,"Marc W. Miller"
10962,"Nathan Abrashoff"
10962,"Daniel Strain"
2597,"(Uncredited)"
197588,"André Schillo"
130908,"Florian Racky"
89956,"Bastiaan Brederode"
89956,"Cephas Howard"
186793,"James Hudson"
283584,"Frédéric Guérard"
263189,"Jonathan Algaze"
63829,"John Clowdus"
130764,"Richard James"
130764,"Graydon Schlichter"
202296,"Michael Palm"
202296,"Lukas Zach"
44338,"Steve Jackson (I)"
214898,"Keith Baker"
129225,"Łukasz Woźniak"
178099,"Eduardo Crespo"
247188,"Prospero Hall"
3155,"Alan R. Moon"
3155,"Aaron Weissblum"
21286,"Paul Sturgis"
21286,"Jennifer Sturgis"
2362,"(Uncredited)"
35477,"Richard H. Berg"
35477,"David A. Powell"
167715,"Lucas Stewart"
167715,"Nicholas Stewart"
167715,"Ryan Smith"
167715,"William Hall"
18058,"Urs Hostettler"
36523,"Reiner Knizia"
595,"James Ernest"
283641,"Stephanie Kwok"
235328,"Aaron Hanna"
605,"Doris Matthäus"
605,"Frank Nestel"
40004,"(Uncredited)"
212839,"Eduardo Baraf"
212839,"Marc LeBlanc"
32047,"Folker Jung"
28828,"Dan Verssen"
42969,"Mike Drysdale"
629,"Andrew Looney"
31069,"Michele Quondam"
122691,"Ian Stedman"
95765,"Wendy L. Harris"
4745,"Jonathan Bjork"
194028,"Sylvain Ménager"
63788,"(Uncredited)"
37257,"Neil Fawcett"
37257,"Mark Sims"
163097,"Dean Essig"
163097,"John Kisner"
163097,"Roland LeBlanc"
99777,"Pierluigi Frumusa"
253763,"Rüdiger Dorn"
4382,"Charles Phillips"
4781,"(Uncredited)"
2725,"Stephen Hand"
164627,"Adam Rehberg"
23598,"Jeb Havens"
41573,"Inon Kohn"
176960,"Chen Po-Chiao"
5476,"Richard H. Berg"
287247,"Reiner Knizia"
156474,"Brian Shotton"
9782,"Dan Smith"
40417,"Inka Brand"
40417,"Markus Brand"
32990,"Alan Emrich"
32990,"Thomas Prowell"
32990,"Salvatore Vasta"
173452,"Souya Naito"
173452,"Takashi Sakaue"
15386,"Aaron Weissblum"
29379,"Kim Kanger"
84834,"Steve Newhouse"
103666,"Marcos Macri"
20233,"Czarnè"
20233,"Martin Götz"
40958,"Wolfgang Kramer"
249816,"Alex Butler"
4113,"Ray Freeman"
197409,"Benjamin Schwer"
10320,"Len Stubenfoll"
11147,"Michael Gray"
75441,"Andrzej Kurek"
157779,"Frank Warneke"
157779,"Robert Witter"
10467,"L. Ross Babcock III"
10467,"Sam Lewis"
10467,"Jordan Weisman"
229319,"Rafał Bagiński"
149639,"Jay Meyer"
146496,"Sascha Ackermann"
146496,"Lars Beckmann"
257706,"John Olson"
257706,"Bryn Smith"
18481,"(Uncredited)"
2149,"James Ernest"
794,"Frederick A. Herschler"
97939,"Sam Brown"
36611,"Charles Darrow"
294652,"Nicola Saggini"
294652,"David Thompson (I)"
281,"Dan Glimne"
93577,"James Spurny"
1780,"Glenn Rahman"
1780,"Kenneth Rahman"
1160,"Ian Livingstone"
3594,"Peter Corless"
176502,"Kevin Wilson"
191067,"Jörg von Rüden"
340364,"Masao Suganuma"
47130,"Curt Covert"
11122,"Ty Bomba"
152846,"Mateusz Albricht"
126021,"David J. Lewis"
165748,"Mat Brinkman"
165748,"Jochen Hartmann"
165748,"Nate Hayden"
122271,"Sean Brown"
122271,"Richard Launius"
5294,"J. Stephen Peek"
41334,"Reiner Knizia"
